param,covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
lambda_,area_LOS ANGELES AREA,0.17585029061453694,1.1922595528440367,0.00716637350772155,0.16180445663964071,0.18989612458943317,1.1756303321374386,1.2091239928825537,0.0,24.53825361252293,5.773010095918547e-133,439.2871128716666
lambda_,area_MIDWEST AREA,0.1183393097154701,1.1256259824092183,0.007237501491730556,0.1041540674536233,0.1325245519773169,1.1097714214020582,1.1417070469105957,0.0,16.350851167448123,4.289461751715236e-60,197.21488906576147
lambda_,area_NEW ENGLAND AREA,0.030193415151323653,1.03065385874873,0.007252729633409497,0.01597832628023465,0.044408504022412656,1.0161066623563835,1.0454093215866351,0.0,4.1630415963995855,3.140361311779165e-05,14.958709917637066
lambda_,area_NEW YORK CITY AREA,0.05286306744746599,1.054285269261685,0.006346179348488629,0.04042478448499641,0.06530135040993557,1.0412529883772952,1.0674806616539847,0.0,8.329904426677693,8.090764404214469e-17,53.4565016001614
lambda_,area_NORTH FLORIDA AREA,0.028001149085305453,1.028396866136473,0.007704742428817173,0.012900131414666132,0.043102166755944776,1.0129836970592343,1.0440445560472587,0.0,3.6342745191034465,0.000278763927217243,11.80866849478442
lambda_,area_NORTHWEST/ROCKY MOUNTAIN AREA,0.0384291369919419,1.0391770865345173,0.007540055815194217,0.023650899152739435,0.05320737483114436,1.023932799681391,1.0546483299630487,0.0,5.0966647905314,3.456896512155461e-07,21.464019249397708
lambda_,area_OHIO AREA,0.043981584331995484,1.0449631110175206,0.007815102782786144,0.02866426434225589,0.05929890432173508,1.0290790379428776,1.0610923584355698,0.0,5.62776786875677,1.8255653341933182e-08,25.70708145755151
lambda_,area_PHILADELPHIA AREA,0.02526963473048558,1.0255916183656495,0.009311597571453133,0.0070192388519068095,0.043520030609064356,1.0070439314495403,1.044480915691389,0.0,2.713780802550523,0.0066520165174897665,7.231992533705127
lambda_,area_SOUTH FLORIDA AREA,0.026023028203917987,1.0263645835342283,0.008299262115369287,0.00975677335953648,0.04228928304829949,1.0098045258497856,1.0431962140859856,0.0,3.1355833617697537,0.0017151267580342384,9.187469080608306
lambda_,area_SOUTHWEST AREA,0.22938319682101174,1.2578239408078338,0.007233080868312313,0.2152066188218539,0.24355977482016958,1.2401181022379788,1.2757825752355156,0.0,31.713069575362493,1.0261535769358516e-220,730.7869342104512
lambda_,area_TENNESSEE AREA,0.06203350597786044,1.063997994424036,0.009217251583595274,0.043968024837568925,0.08009898711815196,1.0449489419421036,1.0833943044473608,0.0,6.730152195071549,1.694857132417875e-11,35.78004537691215
lambda_,asl_flag_Y,0.020382865833864745,1.0205920150468015,0.004321052533476411,0.011913758492945422,0.028851973174784065,1.0119850099902228,1.0292722232984004,0.0,4.7171066947122124,2.392222528694322e-06,18.673216971547607
lambda_,avg3mou,0.00013846559379771613,1.0001384751806006,1.5946749605886545e-05,0.0001072105388997002,0.00016972064869573205,1.000107216286155,1.00016973505206,0.0,8.682997928719171,3.854714117136938e-18,57.848081840590375
lambda_,avg3qty,-0.00024190647708853232,0.999758122779924,2.7777232532124637e-05,-0.00029634885244169095,-0.00018746410173537369,0.999703695054542,0.9998125534685613,0.0,-8.7088041189404,3.0709743591002404e-18,58.17600924129643
lambda_,avg6mou,0.00011918477318164291,1.0001191918759689,1.2957630000469076e-05,9.37882850557278e-05,0.00014458126130755802,1.0000937926833144,1.0001445917136818,0.0,9.198038003657176,3.6454485631322214e-20,64.5724655523335
lambda_,avgmou,-0.00029128009488315693,0.9997087623230451,1.827460988666468e-05,-0.0003270976720925393,-0.00025546251767377454,0.9996729558185187,0.9997445701100967,0.0,-15.939059530661137,3.3942361432168414e-57,187.5868144692746
lambda_,avgqty,3.34312392160262e-05,1.0000334317980462,4.0195636472160367e-05,-4.535076060507275e-05,0.00011221323903712514,0.9999546502677252,1.0001122195351781,0.0,0.8317131447633821,0.40557087928621605,1.3019740269090443
lambda_,avgrev,-0.006579204447529593,0.9934423911315202,8.884152370832281e-05,-0.006753330634329567,-0.006405078260729619,0.9932694218558243,0.9936153905283189,0.0,-74.05551112709296,0.0,inf
lambda_,change_mou,8.470520593644563e-05,1.0000847087935236,6.917935235038605e-06,7.114630202838933e-05,9.826410984450192e-05,1.0000711488329865,1.00009826893792,0.0,12.2442901037036,1.8024730647699446e-34,112.09557752543553
lambda_,change_rev,-0.00029893599075210363,0.9997011086861592,2.558165834090762e-05,-0.00034907511976509125,-0.000248796861739116,0.9996509857998659,0.9997512340856335,0.0,-11.685559503938617,1.5108138618724806e-31,102.3844450156815
lambda_,dualband_T,-0.021329871328475726,0.9788960015797923,0.007293494909912082,-0.03562485867332961,-0.007034883983621841,0.9650022378084725,0.9929898028890266,0.0,-2.9245062335599608,0.003450031697465679,8.179174667824478
lambda_,dualband_Y,-0.03778254793914252,0.962922307566993,0.0030775548219406953,-0.04381444455059386,-0.03175065132769118,0.9571315419700627,0.9687481080203963,0.0,-12.276807441342987,1.2066660381498862e-34,112.67452878104014
lambda_,eqpdays,0.0002441977728992494,1.0002442275916026,4.6501237983320664e-06,0.00023508369773086595,0.00025331184806763287,1.0002351113320687,1.0002533439342232,0.0,52.51425198332132,0.0,inf
lambda_,mou_Mean,1.8139802685704962e-05,1.000018139967213,1.3501806333803236e-05,-8.323251454784168e-06,4.460285682619409e-05,0.9999916767831835,1.0000446038515485,0.0,1.3435093229185193,0.17910710927624712,2.481105491711852
lambda_,mou_cvce_Mean,1.2693031310665202e-05,1.0000126931118676,1.7504475039205675e-05,-2.161510933445827e-05,4.700117195578868e-05,0.9999783851242704,1.0000470022765282,0.0,0.7251306470051782,0.46837188459504386,1.0942736184775768
lambda_,mou_opkv_Mean,-5.303944929415808e-07,0.9999994696056477,1.651859079368642e-05,-3.290623752392187e-05,3.184544853803871e-05,0.9999670943038803,1.0000318459556097,0.0,-0.03210894316386258,0.9743851714755153,0.037435916899192755
lambda_,mou_peav_Mean,-3.8690257663010764e-05,0.9999613104907954,1.5564587522939427e-05,-6.919628864219353e-05,-8.184226683827994e-06,0.9999308061053658,0.999991815806807,0.0,-2.4857875357113204,0.012926511422665534,6.273523213334991
lambda_,mouowylisv_Mean,-9.040035454428895e-05,0.9999096037314447,3.502321147216852e-05,-0.0001590445876526693,-2.175612143590861e-05,0.9998409680592673,0.9999782441152268,0.0,-2.5811554892996127,0.009847021950032071,6.66609681060484
lambda_,new_cell_U,-0.07434647347669693,0.9283499894650471,0.0037359851462011253,-0.08166886981002774,-0.06702407714336611,0.9215770701680699,0.935172684778907,0.0,-19.900098787141836,4.0612745312203074e-88,290.30773979723017
lambda_,new_cell_Y,-0.008869496517320963,0.9911697214334393,0.004352983453812311,-0.017401187312091865,-0.00033780572255005976,0.9827493389711984,0.9996622513273788,0.0,-2.0375672481716243,0.041593230248204945,4.587507456651557
lambda_,rev_Mean,-0.0002323655968721312,0.9997676613979223,5.134166580969079e-05,-0.00033299341276541664,-0.00013173778097884576,0.9996670620233876,0.9998682708960617,0.0,-4.525867893212611,6.014814635997819e-06,17.343048292080326
lambda_,totcalls,0.0007245254187198333,1.0007247879506609,4.472381650767608e-05,0.0006368683491136103,0.0008121824883260563,1.0006370711928199,1.0008125123978329,0.0,16.199990861591182,5.043456863022697e-59,193.6593446801852
lambda_,totmou,-1.8207196406666173e-05,0.9999817929693433,1.6458123843676688e-05,-5.046452639337241e-05,1.4050133580040061e-05,0.9999495367469194,1.0000140502322836,0.0,-1.1062741160294214,0.2686078916131003,1.8964264035850147
lambda_,totrev,-0.000918728926843357,0.9990816929753626,2.227844164018279e-05,-0.0009623938700897927,-0.0008750639835969213,0.9990380690823646,0.999125318773237,0.0,-41.238473573765596,0.0,inf
lambda_,Intercept,2.9556402301998657,19.21402017879009,0.00744679212927206,2.941044785826136,2.9702356745735954,18.93561964802325,19.49651388722801,0.0,396.90113258053117,0.0,inf
rho_,Intercept,1.3216062637216384,3.749439130969838,0.003029366778837618,1.3156688139391546,1.3275437135041221,3.7272429838788494,3.7717674585888514,0.0,436.26485671990656,0.0,inf
