rev_Mean,mou_Mean,totmrc_Mean,da_Mean,ovrmou_Mean,ovrrev_Mean,vceovr_Mean,datovr_Mean,roam_Mean,change_mou,change_rev,drop_vce_Mean,drop_dat_Mean,blck_vce_Mean,blck_dat_Mean,unan_vce_Mean,unan_dat_Mean,recv_vce_Mean,recv_sms_Mean,comp_vce_Mean,comp_dat_Mean,custcare_Mean,ccrndmou_Mean,cc_mou_Mean,inonemin_Mean,threeway_Mean,mou_cvce_Mean,mou_cdat_Mean,mou_rvce_Mean,owylis_vce_Mean,mouowylisv_Mean,iwylis_vce_Mean,mouiwylisv_Mean,peak_vce_Mean,peak_dat_Mean,mou_peav_Mean,mou_pead_Mean,opk_vce_Mean,opk_dat_Mean,mou_opkv_Mean,mou_opkd_Mean,drop_blk_Mean,complete_Mean,callfwdv_Mean,callwait_Mean,churn,months,uniqsubs,actvsubs,new_cell,crclscod,asl_flag,rmcalls,rmmou,totcalls,totmou,totrev,adjrev,adjmou,adjqty,avgrev,avgmou,avgqty,avg3mou,avg3qty,avg3rev,avg6mou,avg6qty,avg6rev,csa,area,dualband,refurb_new,hnd_price,phones,models,hnd_webcap,truck,mtrcycle,rv,ownrent,dwlltype,marital,age1,age2,adults,income,numbcars,forgntvl,ethnic,kid0_2,kid3_5,kid6_10,kid11_15,kid16_17,creditcd,car_buy,eqpdays,Customer_ID,mail,phoneswap,retentioncall,acptcall,referrals,pcowner_binary,women,mailordr_binary,mailresp_binary,Cluster
35.295,24.25,34.98,0.0,0.0,0.0,0.0,0.0,0.0,19.75,-0.315,0.0,False,0.0,False,1.0,False,3.0,False,8.0,0.0,0.0,0.0,0.0,2.3333333333,0.0,5.5333333333,0.0,2.3866666667,4.0,2.9266666667,1.6666666667,1.5166666667,9.3333333333,False,7.17,False,1.6666666667,False,0.75,False,0.0,8.0,False,0.0,False,53,3,3,Y,A,N,0.0,0.0,3207,5579.1366667,3104.16,2796.06,5358.14,3087,54.82,105.06,60.53,18,13,36,36.0,26.0,36.0,SANMCA210,CENTRAL/SOUTH TEXAS AREA,N,N,79.989990234375,4.0,3.0,WC,False,False,False,O,S,A,36.0,34.0,3.0,9.0,0.0,False,N,U,U,Y,Y,U,Y,New,544.0,1000012,False,True,False,False,False,False,False,False,False,2
81.0,1056.25,75.0,0.0,0.0,0.0,0.0,0.0,0.0,42.75,2.35,0.0,False,0.0,False,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0.0,False,0.0,0.0,False,0.0,False,55,1,1,Y,BA,N,0.0,0.0,31584,51857.07,4270.87,4181.91,51553.07,31397,78.9,972.7,592.4,1042,625,80,999.0,625.0,76.0,PITHOM412,GREAT LAKES AREA,Y,N,199.989990234375,9.0,5.0,WCMB,False,False,False,O,S,S,46.0,68.0,3.0,5.0,0.0,False,J,U,U,U,U,U,Y,New,388.0,1000013,False,True,False,False,False,True,False,False,False,1
25.225,2.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5,-0.225,0.0,False,0.0,False,0.3333333333,False,0.3333333333,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3066666667,0.0,1.1333333333,0.3333333333,0.0233333333,0.0,0.0,0.6666666667,False,2.2,False,0.6666666667,False,0.24,False,0.0,1.0,False,0.0,False,53,2,2,Y,A,N,0.0,0.0,400,642.0,1370.94,1323.62,613.0,385,25.95,12.02,7.55,3,2,25,4.0,3.0,25.0,SANMCA210,CENTRAL/SOUTH TEXAS AREA,Y,N,59.989990234375,2.0,2.0,WCMB,True,False,False,Unknown,S,U,0.0,0.0,1.0,7.0,0.0,False,N,U,U,U,U,U,N,New,354.0,1000014,False,True,False,False,False,False,False,False,False,2
212.515,1971.5,84.99,2.2275,249.5,99.8,99.8,0.0,35.4975,-200.5,-106.765,9.0,False,0.0,False,43.666666667,False,271.33333333,False,296.0,0.0,0.3333333333,3.3333333333,3.3166666667,126.33333333,0.0,581.29666667,0.0,718.07,49.333333333,35.163333333,4.6666666667,9.2633333333,351.66666667,False,864.17333333,False,128.66666667,False,435.19333333,False,9.0,296.0,False,1.0,False,59,5,1,Y,C,N,15.0,29.0,33184,69161.083333,6616.72,6572.7,69104.08,33139,115.31,1212.35,581.39,2038,637,248,1817.0,576.0,182.0,SLCSLC801,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,149.989990234375,10.0,6.0,WCMB,False,False,False,O,S,S,30.0,22.0,3.0,3.0,2.0,False,N,U,U,Y,U,U,Y,UNKNOWN,199.0,1000015,False,True,False,False,False,True,False,False,True,0
42.565,270.5,37.48,0.2475,6.0,1.5,1.5,0.0,0.0,201.5,-1.785,3.3333333333,False,1.6666666667,False,7.6666666667,False,25.333333333,False,55.333333333,0.0,1.0,1.6666666667,1.0266666667,11.666666667,0.0,117.84666667,0.0,57.093333333,11.0,10.81,3.6666666667,4.0,62.333333333,False,136.79666667,False,18.0,False,38.143333333,False,5.0,55.333333333,False,0.3333333333,False,55,2,2,N,B,N,0.0,0.0,7586,15226.03,2311.08,2303.38,15180.03,7560,43.46,286.42,142.64,203,106,43,222.0,115.0,41.0,OKCOKC405,DALLAS AREA,Y,N,79.989990234375,5.0,4.0,WCMB,False,False,False,O,M,U,58.0,58.0,3.0,1.0,0.0,False,N,U,Y,U,U,U,Y,UNKNOWN,697.0,1000016,False,True,False,False,False,False,True,False,False,2
63.0175,440.25,59.98,0.0,5.75,1.725,1.725,0.0,1.3125,-16.25,0.2125,5.0,False,0.0,False,17.333333333,False,53.0,False,118.0,0.0,3.6666666667,10.666666667,8.27,22.0,0.3333333333,225.05333333,0.0,93.876666667,0.0,0.0,0.0,0.0,141.33333333,False,268.56,False,14.333333333,False,50.37,False,5.0,118.0,False,1.6666666667,False,57,1,1,N,B,N,0.0,0.0,4078,11330.0,1739.43,1722.98,11316.0,4067,50.68,332.82,119.62,446,193,63,429.0,183.0,64.0,SLCSLC801,NORTHWEST/ROCKY MOUNTAIN AREA,N,N,29.989990234375,3.0,2.0,WCMB,False,False,False,O,S,U,99.0,0.0,2.0,3.0,1.0,False,N,U,U,U,U,U,Y,UNKNOWN,530.0,1000017,False,True,False,False,False,False,False,True,True,2
35.59,153.0,29.99,0.0,16.0,5.6,5.6,0.0,0.0,30.0,7.35,2.0,False,0.6666666667,False,17.333333333,False,26.0,False,33.333333333,0.0,0.0,0.0,0.0,14.666666667,0.0,50.133333333,0.0,33.106666667,8.0,10.946666667,4.6666666667,5.2533333333,48.333333333,False,77.153333333,False,7.0,False,6.0866666667,False,2.6666666667,33.333333333,False,0.3333333333,False,59,3,2,N,A,N,0.0,0.0,7043,12661.0,2036.85,2013.28,12657.0,7041,36.61,230.13,128.02,143,76,33,135.0,73.0,32.0,SLCSLC801,NORTHWEST/ROCKY MOUNTAIN AREA,N,N,79.989990234375,6.0,5.0,WC,True,False,True,O,S,S,46.0,0.0,5.0,4.0,0.0,False,N,U,U,U,U,Y,Y,UNKNOWN,48.0,1000018,True,True,False,False,False,False,False,True,True,2
55.27,1212.75,49.99,0.7425,0.0,0.0,0.0,0.0,1.285,169.25,0.99,2.6666666667,False,6.0,False,43.666666667,False,121.66666667,False,173.66666667,0.0,4.3333333333,9.6666666667,7.5,43.0,0.0,456.98,0.0,490.12666667,50.666666667,50.006666667,8.3333333333,18.406666667,189.33333333,False,593.08666667,False,105.0,False,354.02,False,8.6666666667,173.66666667,False,4.3333333333,False,52,1,1,N,A,N,0.0,0.0,8468,23835.0,1935.97,1914.23,23524.0,8378,47.86,588.1,209.45,1156,254,55,1031.0,248.0,55.0,OKCTUL918,DALLAS AREA,Y,N,29.989990234375,4.0,4.0,WC,False,False,False,O,S,B,58.0,0.0,1.0,3.0,1.0,False,N,U,U,U,U,U,Y,UNKNOWN,408.0,1000019,False,True,False,False,False,False,False,True,True,1
50.965,162.0,69.99,0.0,2.5,0.975,0.0,0.975,0.0,-58.0,-0.975,1.6666666667,False,0.3333333333,False,9.0,False,14.0,False,50.0,1.3333333333,0.3333333333,0.3333333333,0.2766666667,7.0,0.0,65.246666667,2.3733333333,38.373333333,34.333333333,17.406666667,5.6666666667,11.69,19.333333333,False,37.266666667,False,42.333333333,True,66.353333333,True,2.0,51.333333333,False,0.0,False,56,1,1,Y,B,N,0.0,0.0,1319,4531.0166667,1348.33,1276.0,4504.02,1306,42.53,150.13,43.53,181,63,51,240.0,62.0,51.0,MILMIL414,CHICAGO AREA,Y,N,129.989990234375,4.0,3.0,WCMB,False,False,False,R,S,S,30.0,30.0,4.0,1.0,2.0,False,S,U,U,Y,Y,Y,N,UNKNOWN,253.0,1000020,False,True,False,False,False,True,True,True,True,1
172.44,1978.0,99.99,0.0,362.25,72.45,72.45,0.0,0.0,-1007.0,-72.45,7.3333333333,False,18.0,False,114.33333333,False,157.66666667,False,622.0,0.0,0.3333333333,1.0,0.94,69.0,0.6666666667,1397.5133333,0.0,515.23333333,22.666666667,22.086666667,2.6666666667,8.4766666667,718.0,False,1797.1733333,False,60.333333333,False,115.57666667,False,25.333333333,622.0,False,20.333333333,True,58,2,1,U,A,N,0.0,0.0,28477,79406.016667,6751.7,6472.05,78927.02,28359,115.57,1409.41,506.41,2314,862,197,2192.0,810.0,163.0,LOULOU502,TENNESSEE AREA,Y,N,149.989990234375,4.0,3.0,WCMB,True,False,True,O,S,U,48.0,32.0,2.0,6.0,1.0,False,Z,U,U,U,U,U,Y,New,143.0,1000021,False,True,True,True,False,False,True,True,True,0
60.185,1424.5,56.25,0.2475,0.0,0.0,0.0,0.0,0.0,-1134.5,-55.185,23.666666667,False,0.0,False,11.666666667,False,646.0,False,33.333333333,0.0,0.3333333333,0.6666666667,0.5933333333,285.33333333,0.0,44.04,0.0,939.34666667,7.6666666667,11.766666667,39.0,58.913333333,459.66666667,False,692.01666667,False,174.66666667,False,291.37333333,False,23.666666667,33.333333333,False,5.6666666667,True,54,1,1,U,D,N,0.0,0.0,79038,117808.04,6005.39,5935.58,117230.04,78664,114.15,2254.42,1512.77,1803,1290,78,1720.0,1226.0,91.0,SEAPOR503,NORTHWEST/ROCKY MOUNTAIN AREA,N,N,129.989990234375,13.0,6.0,WCMB,True,False,True,Unknown,M,A,50.0,52.0,3.0,5.0,3.0,False,U,U,U,U,U,U,Y,UNKNOWN,162.0,1000022,False,True,True,True,False,False,False,True,True,0
244.0975,1771.5,99.99,6.1875,546.25,136.5625,136.5625,0.0,0.39,397.5,82.1325,28.666666667,False,1.3333333333,False,31.0,False,276.33333333,False,276.33333333,0.0,0.0,0.0,0.0,134.33333333,0.0,591.74,0.0,680.12666667,71.0,109.33333333,29.666666667,167.88,435.66666667,False,1181.4,False,36.333333333,False,90.466666667,False,30.0,276.33333333,False,11.333333333,True,52,1,1,N,A,N,0.0,0.0,27530,64174.806667,7419.73,7341.87,63886.81,27398,143.96,1252.68,537.22,1639,601,217,1393.0,519.0,163.0,SEAPOR503,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,149.989990234375,8.0,6.0,WCMB,False,False,False,Unknown,Unknown,U,0.0,0.0,0.0,6.0,0.0,False,J,U,U,U,U,U,N,UNKNOWN,350.0,1000023,False,True,False,False,False,False,False,False,False,0
30.205,360.0,29.99,0.0,0.25,0.065,0.065,0.0,0.0,-105.0,-0.215,8.6666666667,False,2.3333333333,False,19.333333333,False,75.0,False,68.333333333,0.0,0.0,0.0,0.0,36.666666667,0.0,103.79,0.0,160.85666667,34.333333333,33.68,15.0,29.633333333,71.333333333,False,129.32,False,62.333333333,False,135.33,False,11.0,68.333333333,False,0.3333333333,True,54,1,1,Y,G,N,0.0,0.0,5145,10451.096667,1122.8,1089.25,10356.1,5084,29.44,279.89,137.41,395,187,30,486.0,192.0,33.0,SLCSLC801,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,79.989990234375,4.0,3.0,WCMB,True,False,True,O,S,M,54.0,52.0,4.0,5.0,1.0,False,N,U,U,U,U,U,Y,New,652.0,1000024,False,True,False,False,False,True,False,True,True,2
25.4925,299.5,24.99,0.0,0.75,0.2775,0.2775,0.0,0.0,-47.5,-0.5025,2.0,False,0.6666666667,False,14.333333333,False,47.0,False,57.666666667,0.0,1.0,1.6666666667,1.2,25.666666667,0.3333333333,174.25,0.0,77.486666667,6.3333333333,7.38,5.0,9.8233333333,45.666666667,False,83.173333333,False,52.333333333,False,168.56333333,False,2.6666666667,57.666666667,False,0.3333333333,False,52,2,2,Y,B,N,0.0,0.0,4761,14984.0,1312.65,1297.63,14983.0,4760,25.44,293.78,93.33,315,128,26,292.0,97.0,26.0,SLCSLC801,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,59.989990234375,2.0,2.0,WCMB,False,False,False,O,S,M,0.0,0.0,1.0,6.0,0.0,False,N,U,U,U,U,U,N,UNKNOWN,752.0,1000025,False,True,False,False,False,False,False,False,False,2
29.99,47.0,29.99,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.3333333333,False,0.0,False,2.3333333333,False,2.0,False,23.666666667,0.0,0.0,0.0,0.0,1.6666666667,0.0,23.06,0.0,1.04,10.0,5.7966666667,1.6666666667,1.04,22.0,False,16.836666667,False,3.3333333333,False,7.2633333333,False,0.3333333333,23.666666667,False,0.0,False,54,3,3,Y,A,N,0.0,0.0,2048,3896.0,1614.8,1588.22,3848.0,2019,31.76,76.96,40.38,42,27,30,64.0,31.0,31.0,SLCSLC801,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,59.989990234375,3.0,3.0,WCMB,False,False,False,O,M,U,52.0,50.0,2.0,9.0,2.0,False,M,U,U,U,U,U,Y,New,573.0,1000026,False,True,False,False,False,False,False,True,True,2
51.025,382.25,48.79,1.485,0.75,0.075,0.075,0.0,0.0,226.75,2.695,19.666666667,False,3.6666666667,False,34.666666667,False,84.0,False,124.66666667,0.0,0.6666666667,0.6666666667,0.0333333333,47.333333333,0.0,151.33,0.0,104.23333333,5.0,5.8333333333,0.0,0.0,110.66666667,False,135.07666667,False,72.0,False,120.48666667,False,23.333333333,124.66666667,False,4.3333333333,True,52,1,1,Y,B,N,0.0,0.0,13600,30020.16,3513.41,3410.02,29860.16,13535,71.04,622.09,281.98,307,174,50,352.0,218.0,50.0,SLCSLC801,NORTHWEST/ROCKY MOUNTAIN AREA,N,N,29.989990234375,3.0,2.0,WC,False,False,False,O,M,M,34.0,46.0,2.0,9.0,1.0,False,N,U,U,U,U,Y,Y,UNKNOWN,265.0,1000027,False,True,False,False,False,True,False,False,False,1
37.6625,971.75,35.99,0.2475,4.75,1.425,1.425,0.0,0.0,25.25,-1.6725,4.0,False,0.0,False,42.666666667,False,99.333333333,False,297.66666667,0.0,0.0,0.0,0.0,48.666666667,0.0,509.8,0.0,244.64333333,20.0,20.483333333,8.0,26.296666667,206.33333333,False,367.47,False,170.33333333,False,386.97333333,False,4.0,297.66666667,False,0.0,False,58,1,1,Y,A,N,0.0,0.0,8893,16916.0,1944.11,1906.69,16904.0,8887,41.45,367.48,193.2,963,376,38,932.0,377.0,53.0,PITHOM412,GREAT LAKES AREA,Y,N,149.989990234375,2.0,2.0,WCMB,False,False,False,Unknown,M,S,60.0,0.0,2.0,1.0,1.0,False,H,U,U,U,U,U,Y,UNKNOWN,452.0,1000028,False,True,True,True,False,False,False,False,False,2
98.4225,608.0,94.99,1.2375,41.5,12.195,7.125,5.07,0.0,-563.0,-12.4425,8.6666666667,False,0.3333333333,False,70.666666667,False,55.0,False,194.66666667,11.333333333,0.0,0.0,0.0,34.333333333,1.0,387.34666667,9.54,57.21,24.666666667,28.876666667,6.6666666667,7.15,146.66666667,True,293.49666667,True,89.666666667,False,151.06,False,9.0,206.0,False,4.6666666667,True,56,5,4,N,A,N,0.0,0.0,17915,42715.0,3829.33,3530.39,42354.0,17729,65.38,784.33,328.31,796,316,103,827.0,341.0,101.0,NNYSYR315,NEW ENGLAND AREA,Y,R,99.989990234375,5.0,3.0,WCMB,False,False,False,O,M,B,54.0,0.0,1.0,6.0,2.0,False,G,U,U,U,U,U,Y,UNKNOWN,183.0,1000029,False,True,False,False,False,False,False,False,False,1
30.26,34.5,29.99,0.0,0.0,0.0,0.0,0.0,0.0,32.5,-0.27,0.0,False,0.0,False,0.6666666667,False,1.0,False,13.333333333,0.0,0.0,0.0,0.0,0.6666666667,0.0,16.113333333,0.0,0.52,0.3333333333,0.9066666667,0.0,0.0,14.333333333,False,16.633333333,False,0.0,False,0.0,False,0.0,13.333333333,False,0.0,False,52,1,1,Y,B,N,0.0,0.0,3745,6020.0,2204.39,2152.22,5959.0,3703,43.04,119.18,74.06,24,13,31,19.0,11.0,31.0,SANMCA210,CENTRAL/SOUTH TEXAS AREA,Y,N,59.989990234375,2.0,2.0,WCMB,False,False,False,Unknown,Unknown,U,0.0,0.0,0.0,6.0,0.0,False,S,U,U,U,U,U,N,UNKNOWN,319.0,1000030,False,True,False,False,False,False,False,False,False,2
24.49,41.75,16.99,0.0,9.5,9.0425,8.75,0.2925,0.0,81.25,29.93,0.0,False,0.0,False,0.0,False,0.3333333333,False,3.3333333333,0.0,0.0,0.0,0.0,0.3333333333,0.0,5.74,0.0,0.0,0.0,0.0,0.0,0.0,3.0,False,5.0866666667,False,0.6666666667,False,0.6533333333,False,0.0,3.3333333333,False,0.0,True,58,2,1,N,A,N,0.0,0.0,3195,8864.0166667,2028.12,2031.06,8796.02,3156,36.27,157.07,56.36,15,7,14,17.0,8.0,14.0,KCYKCK913,MIDWEST AREA,Y,N,129.989990234375,3.0,3.0,WCMB,False,False,False,O,S,B,36.0,0.0,1.0,9.0,0.0,False,N,U,U,U,U,U,N,UNKNOWN,776.0,1000031,False,True,False,False,False,False,False,False,False,2
